lCUN,lRAC
lLOC,lRAC
lLING,lRAC
lFUS,lRAC
lENT,lRAC
rLOF,lCAC
rPREC,lCAC
rSMAR,lCAC
rPCUN,lCAC
rENT,lCAC
rTP,lCAC
rIT,lCAC
rMT,lCAC
lLOF,lCAC
lPORB,lCAC
lCMF,lCAC
lPARC,lCAC
lPSTC,lCAC
lSMAR,lCAC
lST,lCAC
lTT,lCAC
rPC,lPC
rSP,lPC
rCUN,lPC
rLOCC,lPC
rIT,lPC
rMT,lPC
lPORB,lPC
lISTC,lPC
lPSTC,lPC
lSP,lPC
lLING,lPC
lBSTS,lPC
rLOF,lISTC
rCMF,lISTC
rPARC,lISTC
rRAC,lISTC
rCUN,lISTC
rENT,lISTC
lRAC,lISTC
lPC,lISTC
lENT,lISTC
rLOF,lPSTC
rRMF,lPSTC
rPREC,lPSTC
rSP,lPSTC
lPORB,lPSTC
lCAC,lPSTC
lPC,lPSTC
lST,lPSTC
rLOF,lSMAR
rPREC,lSMAR
rSMAR,lSMAR
rFUS,lSMAR
rPARH,lSMAR
rBSTS,lSMAR
lPORB,lSMAR
LRMF,lSMAR
lSF,lSMAR
lCMF,lSMAR
lCAC,lSMAR
lST,lSMAR
lTT,lSMAR
rMOF,lSP
rCMF,lSP
rCAC,lSP
rPC,lSP
rCUN,lSP
rLING,lSP
rFUS,lSP
rPARH,lSP
rIT,lSP
rMT,lSP
rTT,lSP
lPORB,lSP
lMOF,lSP
lPOPE,lSP
lPARC,lSP
lPC,lSP
lPCUN,lSP
lLING,lSP
rPCUN,lIP
rCUN,lIP
rLOCC,lIP
rTP,lIP
rST,lIP
lCUN,lIP
lFUS,lIP
lPARH,lIP
rFP,lPCUN
rCMF,lPCUN
rPREC,lPCUN
rPC,lPCUN
rPSTC,lPCUN
rSMAR,lPCUN
rPCUN,lPCUN
rLING,lPCUN
rMT,lPCUN
lLOF,lPCUN
lPTRI,lPCUN
lSF,lPCUN
lCMF,lPCUN
lSP,lPCUN
lFUS,lPCUN
lTP,lPCUN
lIT,lPCUN
lMT,lPCUN
lBSTS,lPCUN
rSF,lCUN
rPARC,lCUN
rCAC,lCUN
rPCUN,lCUN
rLOCC,lCUN
rENT,lCUN
rMT,lCUN
lRAC,lCUN
lIP,lCUN
lBSTS,lCUN
lTT,lCUN
rPORB,lPCAL
rFP,lPCAL
rSMAR,lPCAL
rSP,lPCAL
lPARH,lPCAL
lIT,lPCAL
rMOF,lLOC
rRMF,lLOC
rSMAR,lLOC
rSP,lLOC
rLING,lLOC
rBSTS,lLOC
lPOPE,lLOC
lCMF,lLOC
lRAC,lLOC
lFUS,lLOC
lPARH,lLOC
lENT,lLOC
lTP,lLOC
lIT,lLOC
rLOF,lLING
rMOF,lLING
rPTRI,lLING
rPARC,lLING
rCAC,lLING
rSP,lLING
rIP,lLING
rCUN,lLING
rPCAL,lLING
rIT,lLING
rMT,lLING
lPOPE,lLING
lRAC,lLING
lPC,lLING
lSP,lLING
rFP,lFUS
rMOF,lFUS
rRMF,lFUS
rCMF,lFUS
rPREC,lFUS
rPC,lFUS
rPSTC,lFUS
rSMAR,lFUS
rPCUN,lFUS
rMT,lFUS
lSF,lFUS
lRAC,lFUS
lIP,lFUS
lPCUN,lFUS
lLOC,lFUS
lENT,lFUS
lTP,lFUS
lIT,lFUS
lMT,lFUS
rMOF,lPARH
rLOCC,lPARH
rENT,lPARH
rBSTS,lPARH
lPOPE,lPARH
lIP,lPARH
lPCAL,lPARH
lLOC,lPARH
lENT,lPARH
rSF,lENT
rCMF,lENT
rFUS,lENT
rPARH,lENT
rBSTS,lENT
lRAC,lENT
lISTC,lENT
lLOC,lENT
lFUS,lENT
lPARH,lENT
lTP,lENT
lBSTS,lENT
rLOF,lTP
rRMF,lTP
rCMF,lTP
rPREC,lTP
rPC,lTP
rPSTC,lTP
rSMAR,lTP
rSP,lTP
rPCUN,lTP
rLING,lTP
lLOF,lTP
lMOF,lTP
lPTRI,lTP
lSF,lTP
lCMF,lTP
lPCUN,lTP
lLOC,lTP
lFUS,lTP
lENT,lTP
lMT,lTP
lST,lTP
rSF,lIT
rCAC,lIT
rPSTC,lIT
rFUS,lIT
rPARH,lIT
rST,lIT
lPCUN,lIT
lPCAL,lIT
lLOC,lIT
lFUS,lIT
lMT,lIT
lBSTS,lIT
rFP,lMT
rPOPE,lMT
rCAC,lMT
rPC,lMT
rSMAR,lMT
rIP,lMT
rTT,lMT
lSF,lMT
lCMF,lMT
lPCUN,lMT
lFUS,lMT
lTP,lMT
lIT,lMT
lBSTS,lMT
rCAC,lBSTS
rPCAL,lBSTS
rFUS,lBSTS
rBSTS,lBSTS
rTT,lBSTS
LRMF,lBSTS
lSF,lBSTS
lCMF,lBSTS
lPC,lBSTS
lPCUN,lBSTS
lCUN,lBSTS
lENT,lBSTS
lIT,lBSTS
lMT,lBSTS
rLOF,lST
rMOF,lST
rPOPE,lST
rCMF,lST
rPREC,lST
rPARC,lST
rPCUN,lST
rTP,lST
rMT,lST
rST,lST
lLOF,lST
lPORB,lST
lCAC,lST
lPSTC,lST
lSMAR,lST
lTP,lST
lTT,lST
rMOF,lTT
rPTRI,lTT
rCMF,lTT
rPREC,lTT
rPARC,lTT
rLOCC,lTT
rFUS,lTT
lLOF,lTT
lPORB,lTT
lPARC,lTT
lCAC,lTT
lSMAR,lTT
lCUN,lTT
lST,lTT
